	Symbol	Date	Close	High	Low	Open	Volume
56	AAPL	2010-03-22	32.1071	32.2857	31.45	31.5	114104634
57	AAPL	2010-03-23	32.6229	32.6829	32.0143	32.2371	150607177
58	AAPL	2010-03-24	32.7671	32.8857	32.5014	32.5486	149570232
59	AAPL	2010-03-25	32.3786	32.9957	32.3214	32.99	135816674
60	AAPL	2010-03-26	32.9857	33.1357	32.65	32.7114	160218135
61	AAPL	2010-03-29	33.1986	33.41	33.0886	33.2857	135185785
62	AAPL	2010-03-30	33.6921	33.9257	33.4643	33.8229	131827325
63	AAPL	2010-03-31	33.5714	33.8014	33.4943	33.6929	107664557
64	AAPL	2010-04-01	33.71	34.1043	33.25	33.9529	150785999
65	AAPL	2010-04-02	33.71	34.1043	33.25	33.9529	0
66	AAPL	2010-04-05	34.07	34.0729	33.5386	33.5714	171126319
67	AAPL	2010-04-06	34.22	34.32	33.8571	34.04	111754188
68	AAPL	2010-04-07	34.3714	34.56	34.0943	34.2457	157125031
69	AAPL	2010-04-08	34.2786	34.5057	34.0057	34.3429	143246621
70	AAPL	2010-04-09	34.5414	34.5557	34.3514	34.4886	83545644
71	AAPL	2010-04-12	34.6129	34.7243	34.5443	34.7	80764789
72	AAPL	2010-04-13	34.6329	34.6857	34.4443	34.6043	74344886
73	AAPL	2010-04-14	35.0986	35.1157	34.8671	35.0243	101018554
74	AAPL	2010-04-15	35.56	35.5757	35.0729	35.1357	94195920
75	AAPL	2010-04-16	35.3429	35.8771	34.9357	35.57	187635966
76	AAPL	2010-04-19	35.2957	35.4129	34.5386	35.2214	141730491
77	AAPL	2010-04-20	34.9414	35.6071	34.7079	35.6057	184580977
78	AAPL	2010-04-21	37.0314	37.1786	36.5329	36.8943	245597800
79	AAPL	2010-04-22	38.0671	38.1071	36.6	36.8829	198355815
80	AAPL	2010-04-23	38.69	38.8829	38.1429	38.1443	199238354
81	AAPL	2010-04-26	38.5	38.9229	38.3129	38.8543	119767011
82	AAPL	2010-04-27	37.4343	38.2629	37.2171	38.1429	177335424
83	AAPL	2010-04-28	37.3714	37.7143	36.63	37.5714	189599970
84	AAPL	2010-04-29	38.3771	38.5714	37.43	37.5786	139709745
85	AAPL	2010-04-30	37.2986	38.6529	37.2857	38.5343	135615676
86	AAPL	2010-05-03	38.05	38.2686	37.5543	37.7743	113585031
87	AAPL	2010-05-04	36.9543	37.6129	36.6786	37.4914	180954830
88	AAPL	2010-05-05	36.5693	36.8771	35.5329	36.1257	220775786
89	AAPL	2010-05-06	35.1786	36.8929	28.4643	36.2857	321464892
90	AAPL	2010-05-07	33.6943	35.2243	32.1729	34.8571	419004292
91	AAPL	2010-05-10	36.2843	36.3786	35.5043	35.8814	246076208
92	AAPL	2010-05-11	36.6457	37.1271	35.7857	36.0	212587809
93	AAPL	2010-05-12	37.4414	37.59	36.9571	37.0914	163594375
94	AAPL	2010-05-13	36.9086	37.8571	36.6286	37.6114	149927526
95	AAPL	2010-05-14	36.26	36.64	35.6429	36.4586	189840357
96	AAPL	2010-05-17	36.3171	36.5971	35.3871	36.3086	190708252
97	AAPL	2010-05-18	36.0514	36.9357	35.7514	36.7114	195668956
98	AAPL	2010-05-19	35.4771	36.1314	34.9786	35.6314	256431405
99	AAPL	2010-05-20	33.9657	34.8357	33.7443	34.4857	320728737
100	AAPL	2010-05-21	34.6171	34.9286	33.05	33.0929	305976755
101	AAPL	2010-05-24	35.2514	35.8429	35.18	35.3229	188561359
102	AAPL	2010-05-25	35.0314	35.2514	33.88	34.2143	262003357
103	AAPL	2010-05-26	34.8727	36.0186	34.8214	35.7429	212664144
104	AAPL	2010-05-27	36.1929	36.27	35.5871	35.8186	166575339
105	AAPL	2010-05-28	36.6971	37.0571	36.1929	37.0571	203903217
106	AAPL	2010-05-31	36.6971	37.0571	36.1929	37.0571	0
107	AAPL	2010-06-01	37.2614	37.9914	36.9943	37.0986	219118382
108	AAPL	2010-06-02	37.7071	37.8286	37.1907	37.82	172136524
109	AAPL	2010-06-03	37.5886	37.9357	37.2014	37.8843	162539314
110	AAPL	2010-06-04	36.5664	37.4143	36.3757	36.9129	189610442
111	AAPL	2010-06-07	35.8486	37.0214	35.7929	36.9086	221745538
112	AAPL	2010-06-08	35.6186	36.2571	35.0929	36.1971	250192019
113	AAPL	2010-06-09	34.7429	35.9857	34.6414	35.9371	213657171
114	AAPL	2010-06-10	35.7871	35.8543	34.6	34.9729	194088937
115	AAPL	2010-06-11	36.2157	36.2657	35.3386	35.4529	136439884
116	AAPL	2010-06-14	36.3257	37.0214	36.2871	36.5714	150740100
117	AAPL	2010-06-15	37.0986	37.1214	36.5	36.5171	146268297
118	AAPL	2010-06-16	38.1786	38.25	37.2329	37.2857	195922370
119	AAPL	2010-06-17	38.8386	38.9857	38.5	38.6586	218365231
120	AAPL	2010-06-18	39.1534	39.2857	38.7743	38.89	196154945
121	AAPL	2010-06-21	38.5957	39.8586	38.39	39.6786	194122453
122	AAPL	2010-06-22	39.1214	39.4243	38.7857	38.8914	179314996
123	AAPL	2010-06-23	38.71	39.2371	38.2714	39.2343	192113733
124	AAPL	2010-06-24	38.4286	39.0279	38.3	38.71	178782814
125	AAPL	2010-06-25	38.1	38.61	37.9729	38.5743	137485271
126	AAPL	2010-06-28	38.3286	38.5357	37.7886	38.1371	146358254
127	AAPL	2010-06-29	36.5957	37.77	36.3286	37.75	283336130
128	AAPL	2010-06-30	35.9329	36.8529	35.7157	36.6771	184867060
129	AAPL	2010-07-01	35.4971	36.4	34.7457	36.3014	255738140
130	AAPL	2010-07-02	35.2771	35.8471	34.7429	35.7929	173624381
131	AAPL	2010-07-05	35.2771	35.8471	34.7429	35.7929	0
132	AAPL	2010-07-06	35.5186	36.1143	35.1657	35.8929	153808676
133	AAPL	2010-07-07	36.9521	36.9671	35.6786	35.8029	163639812
134	AAPL	2010-07-08	36.87	37.5571	36.4129	37.5114	184537661
135	AAPL	2010-07-09	37.0886	37.1286	36.4514	36.7057	108393537
136	AAPL	2010-07-12	36.755	37.4071	36.4086	36.9329	140719236
137	AAPL	2010-07-13	35.9711	36.6286	35.2043	36.6014	297738658
138	AAPL	2010-07-14	36.1039	36.5429	35.5714	35.6414	203042784
139	AAPL	2010-07-15	35.9214	36.71	35.3286	35.4671	206215849
140	AAPL	2010-07-16	35.7	36.4243	35.4871	36.1614	259964376
141	AAPL	2010-07-19	35.0829	35.6971	34.2286	35.6786	256124484
142	AAPL	2010-07-20	35.9843	36.1286	34.2871	34.7129	268737511
143	AAPL	2010-07-21	36.32	37.8786	36.2857	37.8571	296417422
144	AAPL	2010-07-22	37.0034	37.1429	36.4729	36.82	161329322
145	AAPL	2010-07-23	37.1343	37.1971	36.6114	36.7271	133346661
146	AAPL	2010-07-26	37.04	37.1571	36.8157	37.14	105137452
147	AAPL	2010-07-27	37.7257	37.8286	37.1857	37.24	146192641
148	AAPL	2010-07-28	37.28	37.9986	37.1786	37.6671	129996090
149	AAPL	2010-07-29	36.8729	37.5214	36.5857	37.2443	160951385
150	AAPL	2010-07-30	36.75	37.1	36.4143	36.5714	112113960
151	AAPL	2010-08-02	37.4071	37.5129	37.0886	37.2057	107021026
152	AAPL	2010-08-03	37.4186	37.6086	37.06	37.2857	104413218
153	AAPL	2010-08-04	37.5686	37.7543	37.1873	37.5186	105139076
154	AAPL	2010-08-05	37.3857	37.5971	37.2214	37.3543	72340618
155	AAPL	2010-08-06	37.1559	37.3557	36.8043	37.1	111253310
156	AAPL	2010-08-09	37.3929	37.45	37.0814	37.3557	75781356
157	AAPL	2010-08-10	37.0586	37.2071	36.7929	37.1271	112979405
158	AAPL	2010-08-11	35.7414	36.5271	35.6871	36.4486	155013068
159	AAPL	2010-08-12	35.97	36.1571	35.16	35.2371	133729834
160	AAPL	2010-08-13	35.5857	35.9829	35.5843	35.8614	88716635
161	AAPL	2010-08-16	35.3771	35.7157	35.2314	35.3886	79606849
162	AAPL	2010-08-17	35.9957	36.3757	35.6	35.7286	105662221
163	AAPL	2010-08-18	36.1529	36.3814	35.94	36.0514	84923923
164	AAPL	2010-08-19	35.6971	36.2114	35.5257	36.1214	106676227
165	AAPL	2010-08-20	35.6629	36.2743	35.5714	35.6257	96057206
166	AAPL	2010-08-23	35.1143	36.0	35.0357	35.9643	103516812
167	AAPL	2010-08-24	34.2757	34.7143	34.0929	34.7143	150638208
168	AAPL	2010-08-25	34.6986	34.8557	33.8857	33.9986	149216228
169	AAPL	2010-08-26	34.3257	35.1071	34.3254	35.0686	116625803
170	AAPL	2010-08-27	34.5171	34.6586	33.6514	34.5043	137146576
171	AAPL	2010-08-30	34.6429	35.1071	34.3829	34.3943	95821894
172	AAPL	2010-08-31	34.7286	34.9371	34.3357	34.5543	105196602
173	AAPL	2010-09-01	35.7614	35.9229	35.1829	35.3571	174258805
174	AAPL	2010-09-02	36.0243	36.0243	35.51	35.91	103856298
175	AAPL	2010-09-03	36.9671	36.9686	36.3571	36.4186	130197067
176	AAPL	2010-09-06	36.9671	36.9686	36.3571	36.4186	0
177	AAPL	2010-09-07	36.83	37.0757	36.6071	36.6443	85706313
178	AAPL	2010-09-08	37.56	37.77	37.0143	37.1114	131637114
179	AAPL	2010-09-09	37.5814	38.0743	37.56	37.8586	109643597
180	AAPL	2010-09-10	37.63	37.7857	37.3429	37.6	96940319
181	AAPL	2010-09-13	38.1486	38.3257	37.9657	37.9929	97194965
182	AAPL	2010-09-14	38.2943	38.4529	37.9314	38.0243	102037313
183	AAPL	2010-09-15	38.6029	38.6257	38.2629	38.2857	107341570
184	AAPL	2010-09-16	39.51	39.5243	38.5	38.61	163025387
185	AAPL	2010-09-17	39.3386	39.7086	39.0971	39.6686	158618691
186	AAPL	2010-09-20	40.4614	40.54	39.4071	39.4429	164822833
187	AAPL	2010-09-21	40.5386	41.05	40.3986	40.55	167418881
188	AAPL	2010-09-22	41.1071	41.14	40.3443	40.3871	146353774
189	AAPL	2010-09-23	41.2743	41.8229	40.8571	40.9214	196528871
190	AAPL	2010-09-24	41.76	41.9329	41.5071	41.7286	162371804
191	AAPL	2010-09-27	41.5949	42.1043	41.5729	41.9971	120774913
192	AAPL	2010-09-28	40.98	41.6814	39.2857	41.6714	258760410
193	AAPL	2010-09-29	41.0529	41.4014	40.8571	41.0229	117410608
194	AAPL	2010-09-30	40.5357	41.4286	40.1786	41.2857	168347452
195	AAPL	2010-10-01	40.36	40.94	40.1929	40.9143	112101444
196	AAPL	2010-10-04	39.8057	40.4143	39.6814	40.24	108824968
197	AAPL	2010-10-05	41.2771	41.35	40.2601	40.3429	125491450
198	AAPL	2010-10-06	41.3129	41.7129	40.7514	41.3729	167716514
199	AAPL	2010-10-07	41.3171	41.4971	40.9871	41.4914	102099277
200	AAPL	2010-10-08	42.01	42.0714	41.4286	41.6986	164600814
201	AAPL	2010-10-11	42.1943	42.4629	42.0857	42.11	106937733
202	AAPL	2010-10-12	42.6486	42.7857	41.7843	42.2014	139634663
203	AAPL	2010-10-13	42.8771	43.1371	42.8286	42.8614	157522589
204	AAPL	2010-10-14	43.1871	43.21	42.9143	43.0986	108823925
205	AAPL	2010-10-15	44.9629	45.0	43.5586	43.92	230548444
206	AAPL	2010-10-18	45.4286	45.5714	44.8986	45.5	276114391
207	AAPL	2010-10-19	44.2129	44.8243	42.86	43.3557	308189833
208	AAPL	2010-10-20	44.3614	44.8929	43.8386	44.1429	180406030
209	AAPL	2010-10-21	44.2171	44.9629	43.8286	44.6157	137864321
210	AAPL	2010-10-22	43.9243	44.2914	43.7571	44.1529	93193856
211	AAPL	2010-10-25	44.12	44.5143	44.0629	44.16	98107996
212	AAPL	2010-10-26	44.0071	44.2486	43.6643	43.8557	98232337
213	AAPL	2010-10-27	43.9757	44.2714	43.6571	43.95	99750070
214	AAPL	2010-10-28	43.6057	44.0	42.9857	43.9929	137761540
215	AAPL	2010-10-29	42.9971	43.6971	42.9814	43.46	107627128
216	AAPL	2010-11-01	43.4543	43.6571	43.1714	43.2329	105972251
217	AAPL	2010-11-02	44.1943	44.3129	43.8571	43.8571	108482437
218	AAPL	2010-11-03	44.6857	44.6971	44.0757	44.4814	127086848
219	AAPL	2010-11-04	45.4671	45.74	45.0043	45.0157	159596437
220	AAPL	2010-11-05	45.3043	45.6529	45.25	45.4271	90313265
221	AAPL	2010-11-08	45.5171	45.6815	45.2514	45.2786	67951982
222	AAPL	2010-11-09	45.1543	45.9	44.9286	45.8571	95928805
223	AAPL	2010-11-10	45.4329	45.5386	44.7929	45.2343	96056373
224	AAPL	2010-11-11	45.2364	45.4857	44.8929	45.0	90320433
225	AAPL	2010-11-12	44.0043	45.2143	43.3757	45.0714	198961462
226	AAPL	2010-11-15	43.8621	44.3629	43.7529	44.0686	100900954
227	AAPL	2010-11-16	43.0843	43.9429	42.76	43.6571	164737342
228	AAPL	2010-11-17	42.9286	43.4271	42.5371	43.0114	119862407
229	AAPL	2010-11-18	44.0614	44.2386	43.5271	43.6386	123622443
230	AAPL	2010-11-19	43.8186	44.0571	43.6057	44.0	96210793
231	AAPL	2010-11-22	44.7657	44.7657	43.6957	43.8129	98268492
232	AAPL	2010-11-23	44.1043	44.5357	43.7943	44.3286	129861284
233	AAPL	2010-11-24	44.9707	45.0571	44.5357	44.5714	103568136
234	AAPL	2010-11-25	44.9707	45.0571	44.5357	44.5714	0
235	AAPL	2010-11-26	45.0	45.3857	44.7057	44.8314	59436237
236	AAPL	2010-11-29	45.2671	45.3543	44.4829	45.1757	111439895
237	AAPL	2010-11-30	44.45	44.9086	44.41	44.7914	125463303
238	AAPL	2010-12-01	45.2	45.3929	45.0	45.1071	115437672
239	AAPL	2010-12-02	45.45	45.5714	44.9843	45.3571	115912916
240	AAPL	2010-12-03	45.3486	45.5214	45.1914	45.2771	85592283
241	AAPL	2010-12-06	45.7357	46.0471	45.4886	45.5057	112120127
242	AAPL	2010-12-07	45.4586	46.2843	45.4457	46.2686	97863465
243	AAPL	2010-12-08	45.8586	45.86	45.3014	45.6814	80483501
244	AAPL	2010-12-09	45.6796	46.0714	45.5743	46.0214	73536526
245	AAPL	2010-12-10	45.7943	45.8643	45.5143	45.6643	65644243
246	AAPL	2010-12-13	45.9529	46.4371	45.8571	46.3357	109953333
247	AAPL	2010-12-14	45.7557	46.0771	45.5714	45.9986	87891762
248	AAPL	2010-12-15	45.7657	46.1429	45.5986	45.7143	104327314
249	AAPL	2010-12-16	45.8929	46.0871	45.7286	45.87	80507098
250	AAPL	2010-12-17	45.8014	45.97	45.7471	45.9114	96787068
251	AAPL	2010-12-20	46.03	46.1786	45.4614	45.9429	96402194
252	AAPL	2010-12-21	46.315	46.3414	46.0071	46.1557	64087884
253	AAPL	2010-12-22	46.4514	46.5314	46.2214	46.34	66536029
254	AAPL	2010-12-23	46.2286	46.45	46.1671	46.4286	55875176
255	AAPL	2010-12-24	46.2286	46.45	46.1671	46.4286	0
256	AAPL	2010-12-27	46.3829	46.4914	45.9314	46.17	62453699
257	AAPL	2010-12-28	46.4957	46.6657	46.4371	46.5714	43980797
258	AAPL	2010-12-29	46.47	46.6357	46.4429	46.6143	40817672
259	AAPL	2010-12-30	46.2371	46.5014	46.15	46.4857	39414991
260	AAPL	2010-12-31	46.08	46.2114	45.9014	46.1429	48413827
261	AAPL	2011-01-03	47.0814	47.18	46.4052	46.5571	111280407
262	AAPL	2011-01-04	47.3271	47.5	46.8786	47.5	77337001
263	AAPL	2011-01-05	47.7143	47.7629	47.0714	47.0786	63879193
264	AAPL	2011-01-06	47.6757	47.8929	47.5571	47.8571	75106626
265	AAPL	2011-01-07	48.0171	48.05	47.4143	47.7314	77982212
266	AAPL	2011-01-10	48.9221	49.0329	48.1671	48.4043	112139482
267	AAPL	2011-01-11	48.8057	49.28	48.4957	49.2786	111019993
268	AAPL	2011-01-12	49.2029	49.2043	48.8571	49.0614	75644310
269	AAPL	2011-01-13	49.3829	49.52	49.1214	49.33	74536182
270	AAPL	2011-01-14	49.7829	49.7829	49.2057	49.42	77209748
271	AAPL	2011-01-17	49.7829	49.7829	49.2057	49.42	0
272	AAPL	2011-01-18	48.6643	49.2518	46.5714	46.7214	470246700
273	AAPL	2011-01-19	48.4057	49.8	48.1257	49.7971	283902199
274	AAPL	2011-01-20	47.5257	48.3286	47.16	48.0257	191197293
275	AAPL	2011-01-21	46.6743	47.84	46.6614	47.6814	188599712
276	AAPL	2011-01-24	48.2071	48.2071	46.6743	46.7229	143670548
277	AAPL	2011-01-25	48.7714	48.7771	47.7957	48.0586	136716650
278	AAPL	2011-01-26	49.1214	49.3714	48.7857	48.9857	126716779
279	AAPL	2011-01-27	49.03	49.2418	48.9759	49.1286	71255961
280	AAPL	2011-01-28	48.0143	49.2	47.6469	49.19	148014146
281	AAPL	2011-01-31	48.4743	48.5771	47.7571	47.9714	94193470
282	AAPL	2011-02-01	49.29	49.3786	48.7114	48.7914	106657943
283	AAPL	2011-02-02	49.1886	49.3214	49.0786	49.2071	64738806
284	AAPL	2011-02-03	49.0629	49.1771	48.3643	49.1143	98449148
285	AAPL	2011-02-04	49.5	49.5286	49.0729	49.1086	80459575
286	AAPL	2011-02-07	50.2686	50.4643	49.6629	49.7143	121254910
287	AAPL	2011-02-08	50.7429	50.7886	50.3071	50.5029	95259906
288	AAPL	2011-02-09	51.1657	51.2857	50.6957	50.7414	120686090
289	AAPL	2011-02-10	50.6486	51.4286	49.7143	51.1171	232137360
290	AAPL	2011-02-11	50.9786	51.1143	50.5057	50.6914	91892948
291	AAPL	2011-02-14	51.3114	51.3543	50.9586	50.97	77603491
292	AAPL	2011-02-15	51.4143	51.4243	51.0786	51.3157	71043441
293	AAPL	2011-02-16	51.8757	52.1286	51.5	51.5029	120288833
294	AAPL	2011-02-17	51.1857	51.4671	50.9314	51.0229	132643504
295	AAPL	2011-02-18	50.08	51.3571	49.9314	51.1857	204011724
296	AAPL	2011-02-21	50.08	51.3571	49.9314	51.1857	0
297	AAPL	2011-02-22	48.3729	49.3429	48.2457	48.8786	218135561
298	AAPL	2011-02-23	48.9457	49.2343	48.3729	48.3786	167962942
299	AAPL	2011-02-24	48.9829	49.3071	48.3386	49.1471	124974514
300	AAPL	2011-02-25	49.7371	49.7757	49.2571	49.3229	95004483
301	AAPL	2011-02-28	50.4586	50.7214	50.16	50.1671	100768479
302	AAPL	2011-03-01	49.9014	50.8171	49.6687	50.7529	114032163
303	AAPL	2011-03-02	50.3029	50.6214	49.7714	49.9914	150647189
304	AAPL	2011-03-03	51.3657	51.3986	50.8457	51.0629	125196764
305	AAPL	2011-03-04	51.4286	51.47	51.1071	51.4286	113316483
306	AAPL	2011-03-07	50.7657	51.6671	50.1871	51.6571	136530149
307	AAPL	2011-03-08	50.8229	51.0571	50.3214	50.6843	89078955
308	AAPL	2011-03-09	50.3529	50.68	50.0857	50.67	113349033
309	AAPL	2011-03-10	49.5243	49.9671	49.2714	49.9657	126972055
310	AAPL	2011-03-11	50.2843	50.3314	49.2857	49.2886	117770016
311	AAPL	2011-03-14	50.5086	50.9263	50.1871	50.4286	109113690
312	AAPL	2011-03-15	49.3471	49.6914	48.5857	48.8243	180262334
313	AAPL	2011-03-16	47.1443	49.0	46.6086	48.8571	289187626
314	AAPL	2011-03-17	47.8057	48.5157	47.2371	48.1343	164854977
315	AAPL	2011-03-18	47.2386	48.3143	47.1429	48.0857	188302604
316	AAPL	2011-03-21	48.4714	48.5343	47.8943	48.0186	102347560
317	AAPL	2011-03-22	48.7429	48.9457	48.4486	48.9457	81558162
318	AAPL	2011-03-23	48.4557	48.6029	47.9929	48.4643	93248498
319	AAPL	2011-03-24	49.2814	49.4286	48.4086	48.8357	101177720
320	AAPL	2011-03-25	50.22	50.2943	49.5743	49.7329	112292796
321	AAPL	2011-03-28	50.0629	50.6171	50.0629	50.4543	77337407
322	AAPL	2011-03-29	50.1371	50.1371	49.4371	49.6557	88224955
323	AAPL	2011-03-30	49.8043	50.1257	49.6343	50.1014	81843720
324	AAPL	2011-03-31	49.7868	49.9714	49.4371	49.4714	68592006
325	AAPL	2011-04-01	49.2229	50.2267	49.0429	50.1586	104665400
326	AAPL	2011-04-04	48.7414	49.2286	48.3429	49.2229	115020542
327	AAPL	2011-04-05	48.4129	48.8929	48.0	48.0743	120740809
328	AAPL	2011-04-06	48.2914	49.1286	48.1629	48.7786	100634681
329	AAPL	2011-04-07	48.2971	48.6329	48.0043	48.2914	93361520
330	AAPL	2011-04-08	47.8657	48.5929	47.7071	48.5714	94383317
331	AAPL	2011-04-11	47.2571	47.9529	47.1457	47.7429	99787618
332	AAPL	2011-04-12	47.4857	47.6757	47.1714	47.2071	106627080
333	AAPL	2011-04-13	48.0186	48.02	47.5029	47.8571	86608963
334	AAPL	2011-04-14	47.4886	48.0	47.4371	47.8071	75497401
335	AAPL	2011-04-15	46.78	47.6629	46.6857	47.66	113397921
336	AAPL	2011-04-18	47.4071	47.4614	45.7371	46.5943	152474427
337	AAPL	2011-04-19	48.2657	48.2829	47.3871	47.6071	104844243
338	AAPL	2011-04-20	48.9157	49.3929	48.7857	49.1057	175163842
339	AAPL	2011-04-21	50.0994	50.7329	49.7886	50.6329	188449618
340	AAPL	2011-04-22	50.0994	50.7329	49.7886	50.6329	0
341	AAPL	2011-04-25	50.4299	50.5357	50.0429	50.0814	66636290
342	AAPL	2011-04-26	50.06	50.7129	49.9071	50.5186	84400645
343	AAPL	2011-04-27	50.0214	50.3357	49.5857	50.3257	89052887
344	AAPL	2011-04-28	49.5357	49.9643	49.36	49.4571	90297123
345	AAPL	2011-04-29	50.0186	50.5643	49.5237	49.5771	251585929
346	AAPL	2011-05-02	49.4686	50.067	49.3571	49.9643	110678246
347	AAPL	2011-05-03	49.7429	49.9843	49.3743	49.7014	78390249
348	AAPL	2011-05-04	49.9386	50.2614	49.5543	49.76	97312229
349	AAPL	2011-05-05	49.5357	50.1357	49.4357	49.7714	84065352
350	AAPL	2011-05-06	49.5229	50.0	49.4586	49.9786	70061285
351	AAPL	2011-05-09	49.6571	49.8857	49.5039	49.6886	51188151
352	AAPL	2011-05-10	49.9214	49.9557	49.5229	49.8414	70521969
353	AAPL	2011-05-11	49.6043	50.0	49.32	49.8786	84018683
354	AAPL	2011-05-12	49.51	49.5886	48.8957	49.4929	80239593
355	AAPL	2011-05-13	48.6429	49.4643	48.6214	49.3986	81547956
356	AAPL	2011-05-16	47.6143	48.7457	47.5143	48.4643	112535374
357	AAPL	2011-05-17	48.02	48.02	47.2471	47.4286	113196657
358	AAPL	2011-05-18	48.5529	48.7214	48.0	48.0714	83693267
359	AAPL	2011-05-19	48.6471	48.9163	48.3814	48.8686	65291309
360	AAPL	2011-05-20	47.8886	48.7071	47.86	48.5357	84547708
361	AAPL	2011-05-23	47.7714	47.9971	47.06	47.1429	95627217
362	AAPL	2011-05-24	47.4557	47.9856	47.3343	47.8971	80520650
363	AAPL	2011-05-25	48.1114	48.3657	47.55	47.6329	73555433
364	AAPL	2011-05-26	47.8571	48.1271	47.7764	47.96	55673751
365	AAPL	2011-05-27	48.2014	48.2329	47.7586	47.8286	50912897
366	AAPL	2011-05-30	48.2014	48.2329	47.7586	47.8286	0
367	AAPL	2011-05-31	49.69	49.69	48.7143	48.7343	104434134
368	AAPL	2011-06-01	49.3586	50.3046	49.2357	49.8729	138670602
369	AAPL	2011-06-02	49.4431	49.7114	49.1857	49.5071	84721112
370	AAPL	2011-06-03	49.0629	49.3329	48.8586	49.0043	78360765
371	AAPL	2011-06-06	48.2914	49.5786	48.2586	49.3857	115484677
372	AAPL	2011-06-07	47.4343	48.3171	47.4143	48.31	132493060
